Name,Street Address,Location,Address,Latitude,Longitude,Type 1,Type 2,Type 3,Reviews,Out of 5,No of Reviews,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
Anthony's Coal Fired Pizza,852 New Jersey 3,"Clifton, NJ 07012","852 New Jersey 3, Clifton, NJ 07012",40.8388004,-74.1546236,Pizza,Italian,American,4 of 5 bubbles,4,86 reviews,86,Horrible experience! Waited half hour to be seated and then more than an hour to get the food we ordered. We asked for water and were told the glasses were being washed because they didn’t have enough. 😮Finally got the pizza and it was burned....More,+1 973-471-2625,https://www.tripadvisor.com//Restaurant_Review-g46365-d3592523-Reviews-Anthony_s_Coal_Fired_Pizza-Clifton_New_Jersey.html,https://acfp.com/menu,$$ - $$$
Banyan Tree,504 Ramsay Way Ste 105,"Kent, WA 98032-4513","504 Ramsay Way Ste 105, Kent, WA 98032-4513",47.385294,-122.234644,Asian,Thai,Vegetarian Friendly,4 of 5 bubbles,4,86 reviews,86,"I really like this restaurant. Their food Is excellent. I love their crispy rice salad. I dream about it. Friendly service, pretty ambiance. A lovely place.",+1 253-981-6333,https://www.tripadvisor.com//Restaurant_Review-g58537-d4719441-Reviews-Banyan_Tree-Kent_Washington.html,http://banyantreerestaurant.com/index.html#section-menu,$$ - $$$
E&V Restaurant,320 Chamberlain Ave,"Paterson, NJ 07502-1723","320 Chamberlain Ave, Paterson, NJ 07502-1723",40.9226887,-74.1923203,Italian,Vegetarian Friendly,,4 of 5 bubbles,4,86 reviews,86,"We made a Saturday night reservation for this popular, family-owned restaurant that has been around for more than half a century, and strongly recommend doing that to avoid waiting. The wine list was decently varied with helpful hints of which wine went with which foods....More",+1 973-942-4664,https://www.tripadvisor.com//Restaurant_Review-g46718-d1134224-Reviews-E_V_Restaurant-Paterson_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Ice Harbor Brewing Company,206 N Benton St,"Kennewick, WA 99336-3608","206 N Benton St, Kennewick, WA 99336-3608",46.2109811,-119.1192635,American,Bar,Pub,4 of 5 bubbles,4,86 reviews,86,"It's a brew pub, located in an old railway building. The IPA IS GREAT! the Kolsch is authentic and smooth... Try the potato rounds appetizer, and the sandwiches are a really good value. Did I say great beer? And a fantastic atmosphere. Sometimes you even...More",+1 509-582-5340,https://www.tripadvisor.com//Restaurant_Review-g58536-d2457293-Reviews-Ice_Harbor_Brewing_Company-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu,$$ - $$$
Beacon 70,799 Route 70,"Brick, NJ 08723-3492","799 Route 70, Brick, NJ 08723-3492",40.0640225,-74.133768,American,Bar,Vegetarian Friendly,4 of 5 bubbles,4,87 reviews,87,I was out having some drinks last night and we got a pizza at the bar and after some time passed some guy comes over to us starts talking and says hes been looking at our pizza and just took it and walked away with...More,+1 848-232-4235,https://www.tripadvisor.com//Restaurant_Review-g46321-d13000799-Reviews-Beacon_70-Brick_New_Jersey.html,http://beacon70.com/menus/,$$ - $$$
Dani's House Of Pizza,8128 Lefferts Blvd,"Jamaica, NY 11415-1729","8128 Lefferts Blvd, Jamaica, NY 11415-1729",40.7089256,-73.8306065,Italian,Vegetarian Friendly,,4 of 5 bubbles,4,87 reviews,87,"Wanted to see what the fuss was about, as I always see lines out the door. Meh, average slice, fair crust, not great. Sauce was a little sweet for my taste. Overall quite average, I've had better in the neighborhood.",+1 718-846-2849,https://www.tripadvisor.com//Restaurant_Review-g47962-d424755-Reviews-Dani_s_House_Of_Pizza-Jamaica_Queens_New_York.html,Check The Website for a Menu,$
LongHorn Steakhouse,160 Route 17 North,"Rochelle Park, NJ 07662-4004","160 Route 17 North, Rochelle Park, NJ 07662-4004",40.9029294,-74.0717231,American,Steakhouse,,4 of 5 bubbles,4,87 reviews,87,"My local place for a dinner. Good steak and service. What else do you need 👍
Usually we going with family to celebrate events or I can go solo sometimes",+1 201-587-0673,https://www.tripadvisor.com//Restaurant_Review-g46782-d2621492-Reviews-LongHorn_Steakhouse-Rochelle_Park_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Maywood Pancake house,92 W Pleasant Ave,"Maywood, NJ 07607-1336","92 W Pleasant Ave, Maywood, NJ 07607-1336",40.905145,-74.0640913,American,Vegan Options,Gluten Free Options,4 of 5 bubbles,4,87 reviews,87,Stopped in yesterday for Breakfast. When in Jersey I will always go for Taylor Ham for Breakfast. I ordered Eggs Benedict and asked for Taylor Ham for the meat. When you cook Taylor Ham it is sliced very thin and I received my Eggs Benedict...More,+1 201-880-7842,https://www.tripadvisor.com//Restaurant_Review-g46608-d4457402-Reviews-Maywood_Pancake_house-Maywood_New_Jersey.html,http://www.maywoodpancakehouse.com/menu.html,$$ - $$$
Xian Famous Food,4128 Main St Bsmt 36,"Flushing, NY 11355-3177","4128 Main St Bsmt 36, Flushing, NY 11355-3177",40.7571727,-73.8293161,Chinese,Fast Food,Asian,4 of 5 bubbles,4,87 reviews,87,"If you have an appetite for spicy food and noddles, this is the best place in Flushing. The narrow shaped restaurant can be filled up quickly, even with 30+ seats. Get your order placed and picked up from the counter, you will see people coming...More",+1 347-294-0022,https://www.tripadvisor.com//Restaurant_Review-g47729-d2315362-Reviews-Xian_Famous_Food-Flushing_Queens_New_York.html,Check The Website for a Menu,$
Chateau of Spain Restaurant,11 Franklin St,"Newark, NJ 07102-3503","11 Franklin St, Newark, NJ 07102-3503",40.7312277,-74.1738828,American,Spanish,Vegetarian Friendly,4 of 5 bubbles,4,88 reviews,88,"I have frequented this restaurant several times. They have an excellent food and drink selection, and the service is spot on.",+1 973-624-3346,https://www.tripadvisor.com//Restaurant_Review-g46671-d1473831-Reviews-Chateau_of_Spain_Restaurant-Newark_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Double Ai,107 Terhune Dr,"Wayne, NJ 07470-7103","107 Terhune Dr, Wayne, NJ 07470-7103",40.9934189,-74.2756789,Sushi,Asian,Chinese,4 of 5 bubbles,4,88 reviews,88,"Nice setting along the riverside. Have always enjoyed any of the sushi dishes I've had here. Food is always fresh and tasty. I like that there are a lot of other non-sushi items on the menu, so if you take someone not into sushi they...More",+1 973-616-5757,https://www.tripadvisor.com//Restaurant_Review-g46905-d3528734-Reviews-Double_Ai-Wayne_New_Jersey.html,http://www.double-ai.com/menu/,$$ - $$$
Le Peep,561 US Highway 1,"Edison, NJ 08817-4400","561 US Highway 1, Edison, NJ 08817-4400",40.5067423,-74.3965535,American,Vegetarian Friendly,Vegan Options,4 of 5 bubbles,4,88 reviews,88,"I was in HS when Le Peep opened in 86. At 18, I never imagined how a 'brunch place' with limited hours daily would succeed (and this was before brunch was even a trend!!). Here they are in the same location - 33/34 years later...More",+1 732-819-7666,https://www.tripadvisor.com//Restaurant_Review-g46410-d600055-Reviews-Le_Peep-Edison_New_Jersey.html,http://www.lepeepnj.com/menu.html,$$ - $$$
Nomad Pizza,301 N Harrison St,"Princeton, NJ 08540-3527","301 N Harrison St, Princeton, NJ 08540-3527",40.3634139,-74.6489464,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,88 reviews,88,"Not a bad pie, but memorable it won't qualify. Nice enough staff. They're great. Accomodating, kind, and outgoing in a very busy environment. Was there last Friday as we were in town for a show. It was hopping, busy as hell with the staff being...More",+1 609-285-5187,https://www.tripadvisor.com//Restaurant_Review-g46756-d10332505-Reviews-Nomad_Pizza-Princeton_New_Jersey.html,http://www.nomadpizzaco.com/menu.html,$$ - $$$
Via Veneto 26,8 City Pl,"White Plains, NY 10601-6300","8 City Pl, White Plains, NY 10601-6300",41.0328281,-73.765034,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,88 reviews,88,Fantastic!!!food and service we will come back food was delicious and service excellent chicken and veal padovano great choice,+1 914-328-4000,https://www.tripadvisor.com//Restaurant_Review-g48883-d6849739-Reviews-Via_Veneto_26-White_Plains_New_York.html,http://viaveneto26whiteplains.com/dining-menu/,$$ - $$$
Taqueria El Ultimo Taco,938 N Expressway,"Brownsville, TX 78521-1404","938 N Expressway, Brownsville, TX 78521-1404",25.9380148,-97.4986051,Mexican,Latin,Spanish,4 of 5 bubbles,4,89 reviews,89,"Ok lunch, menus is in Spanish. Not aware of what we were ordering but tacos were ok Tostada was great. Place was packed. Bill was reasonable.",+1 956-554-7663,https://www.tripadvisor.com//Restaurant_Review-g60928-d516221-Reviews-Taqueria_El_Ultimo_Taco-Brownsville_Texas.html,Check The Website for a Menu,$
The Brownstone,351 W Broadway,"Paterson, NJ 07522-1978","351 W Broadway, Paterson, NJ 07522-1978",40.9263548,-74.185372,Italian,American,Gluten Free Options,4 of 5 bubbles,4,89 reviews,89,"I attended a New Year 2020 celebration at the Brownstone, in Paterson, NJ. This place is absolutely phenomenal, the pinnacle of elegance and sophistication. What a beautiful place. Myself and several friends were there this past December 31, 2019 for a wonderful dinner and dancing....More",+1 973-595-8582,https://www.tripadvisor.com//Restaurant_Review-g46718-d4435787-Reviews-The_Brownstone-Paterson_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Vince's Italian Restaurant & Pizzeria,32411 Pacific Hwy S,"Federal Way, WA 98003-8546","32411 Pacific Hwy S, Federal Way, WA 98003-8546",47.3111743,-122.3137921,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,89 reviews,89,"Always wanted to go to Vince’s, but living in Tacoma, we have stayed closer to home as there are plenty of good Italian restaurants nearby. However, some friends of ours invited us to dinner and so we agreed to meet here. Wish we hadn’t waited...More",+1 253-839-1496,https://www.tripadvisor.com//Restaurant_Review-g58471-d1236565-Reviews-Vince_s_Italian_Restaurant_Pizzeria-Federal_Way_Washington.html,Check The Website for a Menu,$$ - $$$
Houlihan's,55 US Highway 1,"New Brunswick, NJ 08901-1530","55 US Highway 1, New Brunswick, NJ 08901-1530",40.4791691,-74.4230691,American,Bar,Vegetarian Friendly,4 of 5 bubbles,4,90 reviews,90,The hostness greeted us with a wonderful smile. Our server Alyssa was friendly and efficent. The food is always delicious and the restroom was clean.,+1 732-448-0500,https://www.tripadvisor.com//Restaurant_Review-g46664-d3215246-Reviews-Houlihan_s-New_Brunswick_New_Jersey.html,http://www.houlihans.com/eats-and-drinks/menu/lunch/farmingdale,$$ - $$$
Vince's Italian Restaurant & Pizzeria,2815 NE Sunset Blvd,"Renton, WA 98056-3105","2815 NE Sunset Blvd, Renton, WA 98056-3105",47.5007934,-122.1779619,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,90 reviews,90,I love Vince's pizza and I was in the neighborhood after a meeting. I had a small pizza and salad. Both were delicious and as I would expect. The service was friendly and attentive. The delivery was as quick as one can expect for a...More,+1 425-226-8180,https://www.tripadvisor.com//Restaurant_Review-g58704-d464246-Reviews-Vince_s_Italian_Restaurant_Pizzeria-Renton_Washington.html,Check The Website for a Menu,$$ - $$$
Whiskey Cake,3225 Regent Blvd,"Irving, TX 75063-3142","3225 Regent Blvd, Irving, TX 75063-3142",32.9205752,-96.9866484,American,Bar,Vegetarian Friendly,4 of 5 bubbles,4,90 reviews,90,"This was the 2nd time we ate at this location. The first time was awesome. This time was pretty awful. The waiter was nice, but he was very busy. Our cauliflower soup was lukewarm at best, even though we sent it back because it was...More",+1 469-941-2253,https://www.tripadvisor.com//Restaurant_Review-g56032-d14798234-Reviews-Whiskey_Cake-Irving_Texas.html,http://whiskeycake.com/menu/,$$ - $$$
Park Wayne Diner,721 Hamburg Tpke,"Wayne, NJ 07470-2016","721 Hamburg Tpke, Wayne, NJ 07470-2016",40.9564382,-74.222826,American,Diner,Vegetarian Friendly,4 of 5 bubbles,4,91 reviews,91,"Used to be good, but has gone waaaay downhill. They lost their liquor license... but it still says “bar” on the sign and the menu lists “spiked shakes.”
At dinner tonight:
Avocados in my salad were hard and completely unripe. 
Rolls seemed “day old” at...More",+1 973-595-7600,https://www.tripadvisor.com//Restaurant_Review-g46905-d3666604-Reviews-Park_Wayne_Diner-Wayne_New_Jersey.html,http://parkwayne.com/#affero-menu,$$ - $$$
Cobbleheads,3154 Central Blvd,"Brownsville, TX 78520-8844","3154 Central Blvd, Brownsville, TX 78520-8844",25.9466376,-97.5063235,American,Bar,,4 of 5 bubbles,4,92 reviews,92,"Great atmosphere, really good food. I watched the Superbowl in a very sparsely populated setting. I had stuffed mushrooms and wings. Being a big eater, i ordered a personal veggie pizza ( only 2 wedges) service was ok/ average . Nothing exceptional, but not bad...More",+1 956-546-6224,https://www.tripadvisor.com//Restaurant_Review-g60928-d1954949-Reviews-Cobbleheads-Brownsville_Texas.html,Check The Website for a Menu,$$ - $$$
Lilly's,169 Mamaroneck Ave,"White Plains, NY 10601-5302","169 Mamaroneck Ave, White Plains, NY 10601-5302",41.02862,-73.7647135,American,Bar,Pub,4 of 5 bubbles,4,92 reviews,92,"I met a friend at Lilly’s after work because she loves the place and raved about it! We were seated immediately near the very full, loud bar with TV’s across the span of the bar. It was a happy atmosphere, but not one where you...More",+1 914-997-5600,https://www.tripadvisor.com//Restaurant_Review-g48883-d8453836-Reviews-Lilly_s-White_Plains_New_York.html,Check The Website for a Menu,$$ - $$$
MEAL,433 Kingsland St,"Nutley, NJ 07110-1013","433 Kingsland St, Nutley, NJ 07110-1013",40.8326885,-74.1583792,American,Steakhouse,Gluten Free Options,4 of 5 bubbles,4,93 reviews,93,"Stumbled upon this restaurant while driving through Nutley. When entering the establishment, I was not greeted by the hostess and decided to have a seat at the bar area. The restaurant seemed slow at this time but should be no excuse as to why there...More",+1 973-542-8522,https://www.tripadvisor.com//Restaurant_Review-g46690-d3487048-Reviews-MEAL-Nutley_New_Jersey.html,http://mealnj.com/steakhouse-restaurant-nj-menus/,$$ - $$$
Positano,245 Berdan Ave,"Wayne, NJ 07470-3236","245 Berdan Ave, Wayne, NJ 07470-3236",40.9671502,-74.2437705,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,93 reviews,93,"Our friends recommended Positano's for after a concert. Because the concert ran late, we arrived almost 15 minutes late, and they honored the reservation. In this BYOB restaurant, the food was traditional Italian, well prepared, and served by a hard working, friendly, good-humored waiter. While...More",+1 973-628-6863,https://www.tripadvisor.com//Restaurant_Review-g46905-d2193835-Reviews-Positano-Wayne_New_Jersey.html,http://www.positanorestaurant.com/menu.php,$$ - $$$
El Toreador,7845 Leary Way NE,"Redmond, WA 98052-4338","7845 Leary Way NE, Redmond, WA 98052-4338",47.6736633,-122.123261,Mexican,Vegetarian Friendly,,4 of 5 bubbles,4,95 reviews,95,"Saturday night with group of five. Margaritas were very good, the food average at best! Service was good given how busy they were and pricing was fair!",+1 425-883-7570,https://www.tripadvisor.com//Restaurant_Review-g58702-d445269-Reviews-El_Toreador-Redmond_Washington.html,Check The Website for a Menu,$$ - $$$
Marianna Ristorante,310 Wells Ave S,"Renton, WA 98057-2714","310 Wells Ave S, Renton, WA 98057-2714",47.4792433,-122.2051971,Italian,Pizza,Vegetarian Friendly,4 of 5 bubbles,4,95 reviews,95,"I just wanted to give you some feedback regarding my last visit on Thurs 12/26. It was my 30th birthday and I went to you guys because you were my favorite restaurant. 
However I was very disappointed with the service that night and will probably...More",+1 425-271-7042,https://www.tripadvisor.com//Restaurant_Review-g58704-d4291372-Reviews-Marianna_Ristorante-Renton_Washington.html,https://www.mariannaristorante.com/menus/,$$ - $$$
Rudy's,2780 N Expressway 77-83,"Brownsville, TX 78526","2780 N Expressway 77-83, Brownsville, TX 78526",25.9540811,-97.5053235,American,Barbecue,,4 of 5 bubbles,4,95 reviews,95,"My hotel was next to Rudy’s so a lot of research was not conducted to decide to go there for dinner. When I saw 7 Texas State Trooper cars in the parking lot, I figured I was in the right place, safe and great food.",+1 956-542-2532,https://www.tripadvisor.com//Restaurant_Review-g60928-d4164782-Reviews-Rudy_s-Brownsville_Texas.html,Check The Website for a Menu,$$ - $$$
